"Date Inserted","Reporting Date","Sale Month","Store","Artist","Title","ISRC","UPC","Quantity","Team Percentage","Source Type","Country of Sale","Songwriter Royalties Withheld (USD)","Earnings (USD)","Recoup (USD)"
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","2","100","Song","AR","0.00000","0.001644746269",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Walking Cigarette","QZK6M2363874","197814381859","1","100","Song","FR","0.00000","0.006038971818",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Walking Cigarette","QZK6M2363874","197813364631","1","100","Song","CA","0.00000","0.001887105162",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Walking Cigarette","QZK6M2363874","197813364631","1","100","Song","AU","0.00000","0.002138876050",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Pilot","QZK6M2363873","197814383273","1","100","Song","MX","0.00000","0.001289443427",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Pilot","QZK6M2363873","197814383273","2","100","Song","FR","0.00000","0.010723792739",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Pilot","QZK6M2363873","197814383273","2","100","Song","DE","0.00000","0.006033089321",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Pilot","QZK6M2363873","197814383273","1","100","Song","AU","0.00000","0.002484766896",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","ZA","0.00000","-0.001228750172",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","VN","0.00000","-0.000017039241",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","TR","0.00000","-0.000268017169",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","SK","0.00000","-0.000033305523",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","SG","0.00000","-0.000124371289",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","SE","0.00000","-0.001700479403",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","3","100","Song","PT","0.00000","-0.003208223485",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","PL","0.00000","-0.000658080865",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","10","100","Song","PH","0.00000","-0.001908331565",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","PE","0.00000","-0.000013202677",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","4","100","Song","NZ","0.00000","-0.004522056923",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","4","100","Song","NO","0.00000","-0.006979025490",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","4","100","Song","NL","0.00000","-0.005980412733",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","23","100","Song","MX","0.00000","-0.008895674907",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","8","100","Song","IT","0.00000","-0.010160650675",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","IL","0.00000","-0.002526174972",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","IE","0.00000","-0.000168579433",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","11","100","Song","HU","0.00000","-0.003580387917",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","GR","0.00000","-0.001046283338",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","5","100","Song","FR","0.00000","-0.005542340800",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","10","100","Song","ES","0.00000","-0.006636741791",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","10","100","Song","DE","0.00000","-0.013099168714",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","4","100","Song","CZ","0.00000","-0.003841703746",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","CO","0.00000","-0.000755751498",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","CL","0.00000","-0.000516239735",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","CH","0.00000","-0.002231264201",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","20","100","Song","CA","0.00000","-0.017863575118",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","20","100","Song","BR","0.00000","-0.010621864353",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","BE","0.00000","-0.001504001637",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","21","100","Song","AU","0.00000","-0.020342214805",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","5","100","Song","AR","0.00000","-0.001418201883",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","2","100","Song","NL","0.00000","-0.002990206366",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","MX","0.00000","-0.000509763105",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","ID","0.00000","-0.000003997745",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","2","100","Song","CH","0.00000","-0.002231264201",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","CA","0.00000","-0.000893178402",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","BR","0.00000","-0.000059704995",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","AU","0.00000","-0.001027406404",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","2","100","Song","AR","0.00000","-0.000702212537",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","UY","0.00000","-0.000922061590",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","116","100","Song","US","0.00000","-0.131256400727",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","NG","0.00000","-0.000104704953",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","4","100","Song","IN","0.00000","-0.000811498639",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","4","100","Song","CR","0.00000","-0.002809006752",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","AM","0.00000","-0.000724732678",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","12","100","Song","US","0.00000","-0.014293983654",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","EC","0.00000","-0.000006409997",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","12","100","Song","GB","0.00000","-0.018690783404",
"2026-04-20","2026-04-20","2026-02","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","GB","0.00000","-0.001787889692",
"2026-04-15","2026-04-15","2026-02","Tidal","Socially Acceptable","Astronaut","QZTB62431298","198663163634","9","100","Song","US","0.00000","0.094228201608",
"2026-04-15","2026-04-15","2026-02","Tidal","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","RO","0.00000","0.007062096013",
"2026-04-15","2026-04-15","2026-02","Tidal","Socially Acceptable","Astronaut","QZTB62431298","198663163634","6","100","Song","GB","0.00000","0.031538496542",
"2026-04-15","2026-04-15","2026-02","Tidal","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","CA","0.00000","0.004565428745",
"2026-04-15","2026-04-15","2026-02","Tidal","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","3","100","Song","GB","0.00000","0.015769248321",
"2026-04-15","2026-04-15","2026-02","Tidal","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","1","100","Song","CA","0.00000","0.003353578529",
"2026-04-15","2026-04-15","2026-02","Tidal","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","1","100","Song","BE","0.00000","0.005838313524",
"2026-04-15","2026-04-15","2026-02","Tidal","Socially Acceptable","For The Birds","QZK6M2363876","197814381859","5","100","Song","GB","0.00000","0.026282080469",
"2026-04-15","2026-04-15","2026-02","Pandora","Socially Acceptable","Astronaut","QZTB62431298","198663163634","4","100","Song","US","0.00000","0.013996364965",
"2026-04-15","2026-04-15","2026-01","Deezer","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","US","0.00000","0.000254654317",
"2026-04-15","2026-04-15","2026-01","Deezer","Socially Acceptable","Astronaut","QZTB62431298","198663163634","6","100","Song","FR","0.00000","0.008635398702",
"2026-03-26","2026-03-26","2026-02","Facebook (Social Media Pack)","Socially Acceptable","Astronaut","QZTB62431298","198663163634","27","100","Song","US","0.00000","0.000731167837",
"2026-03-26","2026-03-26","2026-02","Facebook (Social Media Pack)","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","OU","0.00000","0.000027080289",
"2026-03-26","2026-03-26","2026-02","Facebook","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","OU","0.00000","0.000596415438",
"2026-03-26","2026-03-26","2026-02","Facebook","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","US","0.00000","0.000596415438",
"2026-03-26","2026-03-26","2026-01","Facebook (Social Media Pack)","Socially Acceptable","Astronaut","QZTB62431298","198663163634","49","100","Song","US","0.00000","0.000990837333",
"2026-03-26","2026-03-26","2026-01","Facebook (Social Media Pack)","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","OU","0.00000","0.000020221169",
"2026-03-26","2026-03-26","2026-01","Facebook","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","OU","0.00000","0.000482369571",
"2026-03-26","2026-03-26","2025-11","Facebook (Social Media Pack)","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","US","0.00000","0.000027177997",
"2026-03-26","2026-03-26","2025-11","Facebook (Social Media Pack)","Socially Acceptable","Shoes That Float","QZES92546563","199081913924","1","100","Song","US","0.00000","0.000027177997",
"2026-03-26","2026-03-26","2025-11","Facebook (Social Media Pack)","Socially Acceptable","Astronaut","QZTB62431298","198663163634","13","100","Song","US","0.00000","0.000353313972",
"2026-03-26","2026-03-26","2025-11","Facebook (Social Media Pack)","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","OU","0.00000","0.000027177997",
"2026-03-26","2026-03-26","2025-11","Facebook (Social Media Pack)","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","1","100","Song","US","0.00000","0.000027177997",
"2026-03-26","2026-03-26","2025-11","Facebook (Social Media Pack)","Socially Acceptable","Walking Cigarette","QZK6M2363874","197814381859","1","100","Song","OU","0.00000","0.000027177997",
"2026-03-26","2026-03-26","2025-11","Facebook","Socially Acceptable","Exit","QZK6N2593531","199341681549","3","100","Song","US","0.00000","0.002518420824",
"2026-03-26","2026-03-26","2025-11","Facebook","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","OU","0.00000","0.000839473608",
"2026-03-26","2026-03-26","2025-11","Facebook","Socially Acceptable","Shoes That Float","QZES92546563","199081913924","1","100","Song","US","0.00000","0.000839473608",
"2026-03-26","2026-03-26","2025-11","Facebook","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","US","0.00000","0.000839473608",
"2026-03-26","2026-03-26","2025-11","Facebook","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","1","100","Song","US","0.00000","0.000839473608",
"2026-03-26","2026-03-26","2025-11","Facebook","Socially Acceptable","Walking Cigarette","QZK6M2363874","197813364631","1","100","Song","OU","0.00000","0.000839473608",
"2026-03-26","2026-03-26","2025-12","Facebook (Social Media Pack)","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","US","0.00000","0.000012829738",
"2026-03-26","2026-03-26","2025-12","Facebook (Social Media Pack)","Socially Acceptable","Astronaut","QZTB62431298","198663163634","20","100","Song","US","0.00000","0.000256594778",
"2026-03-26","2026-03-26","2025-12","Facebook (Social Media Pack)","Socially Acceptable","Astronaut","QZTB62431298","198663163634","2","100","Song","OU","0.00000","0.000025659477",
"2026-03-26","2026-03-26","2025-12","Facebook","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","US","0.00000","0.000254220607",
"2026-03-26","2026-03-26","2025-12","Facebook","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","OU","0.00000","0.000254220607",
"2026-03-26","2026-03-26","2025-12","Facebook","Socially Acceptable","Shoes That Float","QZES92546563","199081913924","1","100","Song","US","0.00000","0.000254220607",
"2026-03-26","2026-03-26","2025-12","Facebook","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","US","0.00000","0.000254220607",
"2026-03-26","2026-03-26","2025-12","Facebook","Socially Acceptable","Astronaut","QZTB62431298","198663163634","2","100","Song","OU","0.00000","0.000508441215",
"2026-03-26","2026-03-26","2025-12","Facebook","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","1","100","Song","OU","0.00000","0.000254220607",
"2026-03-26","2026-03-26","2025-12","Facebook","Lou Surface","30 YRS","QZNWZ2286558","197209976196","1","100","Song","OU","0.00000","0.000254220607",
"2026-03-26","2026-03-26","2025-10","Facebook (Social Media Pack)","Socially Acceptable","Astronaut","QZTB62431298","198663163634","12","100","Song","US","0.00000","0.000516840752",
"2026-03-26","2026-03-26","2025-10","Facebook (Social Media Pack)","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","OU","0.00000","0.000043070062",
"2026-03-26","2026-03-26","2025-10","Facebook","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","OU","0.00000","0.002138900402",
"2026-03-26","2026-03-26","2025-10","Facebook","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","US","0.00000","0.001069450201",
"2026-03-26","2026-03-26","2025-10","Facebook","Socially Acceptable","Last","QZK6M2363878","197814381859","1","100","Song","US","0.00000","0.001069450201",
"2026-03-26","2026-03-26","2025-10","Facebook","Socially Acceptable","Walking Cigarette","QZK6M2363874","197813364631","1","100","Song","US","0.00000","0.001069450201",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","66","100","Song","GB","0.00000","0.346699766741",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","49","100","Song","GB","0.00000","0.212020590494",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","5","100","Song","GB","0.00000","0.024733048148",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","For The Birds","QZK6M2363876","197814381859","2","100","Song","GB","0.00000","0.013339321765",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Walking Cigarette","QZK6M2363874","197813364631","1","100","Song","GB","0.00000","0.006014021890",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","UY","0.00000","0.001981999370",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","371","100","Song","US","0.00000","1.275746595018",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","UA","0.00000","0.000577999816",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","SV","0.00000","0.001247999603",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","6","100","Song","IN","0.00000","0.002060999345",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","3","100","Song","GE","0.00000","0.009809996885",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","EG","0.00000","0.000278999911",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","EC","0.00000","0.002832999100",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","CR","0.00000","0.003480998894",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Shoes That Float","QZES92546563","199081913924","57","100","Song","US","0.00000","0.179452943033",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","4","100","Song","VE","0.00000","0.005897998127",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","592","100","Song","US","0.00000","2.021402358313",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","9","100","Song","UA","0.00000","0.013789995622",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","4","100","Song","NG","0.00000","0.001789999431",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","2","100","Song","MD","0.00000","0.003839998781",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","3","100","Song","KZ","0.00000","0.000003999998",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","2","100","Song","KG","0.00000","0.002457999219",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","3","100","Song","IQ","0.00000","0.007075997753",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","14","100","Song","IN","0.00000","0.004013998725",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","GT","0.00000","0.003937998749",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","6","100","Song","EC","0.00000","0.005703998189",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Astronaut","QZTB62431298","198663163634","1","100","Song","BY","0.00000","0.001120999644",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Great Riddance","QZTAS2416994","198669338319","50","100","Song","US","0.00000","0.173369944964",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Great Riddance","QZTAS2416994","198669338319","1","100","Song","MD","0.00000","0.001919999390",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Great Riddance","QZTAS2416994","198669338319","1","100","Song","IN","0.00000","0.000748999762",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","150","100","Song","US","0.00000","0.584765814368",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","1","100","Song","MD","0.00000","0.001919999390",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Faire Enough","QZK6M2363877","197814381859","1","100","Song","IN","0.00000","0.000071999977",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","For The Birds","QZK6M2363876","197814381859","56","100","Song","US","0.00000","0.202696935654",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","For The Birds","QZK6M2363876","197814381859","1","100","Song","IN","0.00000","0.000071999977",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","For The Birds","QZK6M2363876","197814381859","1","100","Song","GT","0.00000","0.001975999372",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Walking Cigarette","QZK6M2363874","197814381859","28","100","Song","US","0.00000","0.064540979511",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Pilot","QZK6M2363873","197814381859","32","100","Song","US","0.00000","0.076130975832",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Walking Cigarette","QZK6M2363874","197813364631","48","100","Song","US","0.00000","0.163520948090",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Walking Cigarette","QZK6M2363874","197813364631","1","100","Song","MD","0.00000","0.001919999390",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Pilot","QZK6M2363873","197814383273","38","100","Song","US","0.00000","0.102242967543",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Pilot","QZK6M2363873","197814383273","1","100","Song","MD","0.00000","0.001919999390",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","6","100","Song","ZA","0.00000","0.012370109673",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","VN","0.00000","0.001353233970",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","TR","0.00000","0.000027782391",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","5","100","Song","TH","0.00000","0.002289732073",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","SK","0.00000","0.004101375498",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","3","100","Song","SG","0.00000","0.012201100126",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","17","100","Song","SE","0.00000","0.109904824311",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","SA","0.00000","0.001669258670",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","RO","0.00000","0.000273193513",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","3","100","Song","PT","0.00000","0.004743843294",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","5","100","Song","PL","0.00000","0.008732931627",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","PK","0.00000","0.000938813301",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","8","100","Song","PH","0.00000","0.007635527176",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","4","100","Song","PE","0.00000","0.007388958454",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","32","100","Song","NZ","0.00000","0.103969810995",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","NO","0.00000","0.015974874928",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","15","100","Song","NL","0.00000","0.079837331455",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","MY","0.00000","0.000892509316",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","15","100","Song","MX","0.00000","0.018534327716",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","1","100","Song","MK","0.00000","0.003556146071",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","17","100","Song","LV","0.00000","0.078917039748",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","5","100","Song","JP","0.00000","0.010897642940",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","5","100","Song","IT","0.00000","0.010438075886",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","9","100","Song","IL","0.00000","0.028394761386",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","11","100","Song","IE","0.00000","0.065648632760",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","5","100","Song","ID","0.00000","0.004467176981",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","8","100","Song","HU","0.00000","0.022164560163",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","GR","0.00000","0.004828348067",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","19","100","Song","FR","0.00000","0.076312440574",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","3","100","Song","FI","0.00000","0.012322648088",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","4","100","Song","ES","0.00000","0.005702335789",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","2","100","Song","DK","0.00000","0.017990255889",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","62","100","Song","DE","0.00000","0.248006460471",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","3","100","Song","CZ","0.00000","0.005032085602",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","7","100","Song","CO","0.00000","0.007288247286",
"2026-03-26","2026-03-26","2026-01","Spotify","Socially Acceptable","Exit","QZK6N2593531","199341681549","28","100","Song","CL","0.00000","0.055176986484",
