id,song,campaign_date,budget_usd,invoice_id,package_name,guaranteed_streams,created_at
b9091696-1646-4d58-8ba3-66b30841af7a,Astronaut,2024-09-20,297.0,000013436,Spotify Playlist Promotion,10000,2026-06-30T21:11:59.69016+00:00
